0.01,0.99,	
0.01,0.99,
0.1,0.9,
0.01,0.99,
0.2,0.8,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.15,0.85,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.5,0.5,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.2,0.8,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.1,0.9,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.6,0.4,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.1,0.9,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.2,0.8,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,

0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99,
0.01,0.99
